cluster	status	loglr	df	p	p.adjust	genes
chr6:clu_8230_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_8231_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	BRD2
chr6:clu_8232_+	Success	1.90350347426732	1	0.0510385762489257	0.223937268988442	BRD2
chr6:clu_8233_+	Not enough valid samples	NA	NA	NA	NA	HLA-DPB1
chr6:clu_8234_+	Success	0.722184538810893	1	0.22943363519749	0.514651054624049	PFDN6
chr6:clu_8235_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PHF1
chr6:clu_8236_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SYNGAP1
chr6:clu_8237_+	Not enough valid samples	NA	NA	NA	NA	SYNGAP1
chr6:clu_8238_+	Not enough valid samples	NA	NA	NA	NA	SYNGAP1
chr6:clu_8239_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SYNGAP1
chr6:clu_8240_+	Not enough valid samples	NA	NA	NA	NA	HMGA1
chr6:clu_8241_+	Success	0.743936984179527	1	0.222546618850046	0.506572364209036	PACSIN1
chr6:clu_8242_+	Success	6.2539567596159	2	0.00192283088489341	0.028947012670098	SNRPC
chr6:clu_8243_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ANKS1A
chr6:clu_8244_+	Not enough valid samples	NA	NA	NA	NA	MAPK14
chr6:clu_8245_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MAPK14
chr6:clu_8246_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MAPK13
chr6:clu_8247_+	Success	4.26529459658445	2	0.0140477281106843	0.103949774233375	KCTD20
chr6:clu_8248_+	Success	3.04850901685541	2	0.0474295884154982	0.214277591580404	KCTD20
chr6:clu_8249_+	Success	0.74046532976422	2	0.476891951862373	0.739378664147995	SRSF3
chr6:clu_8250_+	Success	1.25653671715622	2	0.284638103708561	0.576113117398383	C6orf89
chr6:clu_8251_+	Success	1.33812263156324	2	0.262337711101854	0.555206206050032	RNF8
chr6:clu_8252_+	Not enough valid samples	NA	NA	NA	NA	DAAM2
chr6:clu_8253_+	Success	1.11275848744071	2	0.328651129516724	0.620038841002742	DAAM2
chr6:clu_8254_+	Success	0.648404716924688	3	0.729890846968682	0.901529417271977	NFYA
chr6:clu_8255_+	Not enough valid samples	NA	NA	NA	NA	RP11-298J23.10,TOMM6
chr6:clu_8256_+	Success	0.838740017665486	2	0.432254813888398	0.705570557851569	UBR2
chr6:clu_8257_+	Success	0.932269876887688	1	0.172101760672199	0.445599486514597	UBR2
chr6:clu_8258_+	Success	0.299311899062559	1	0.4391035916963	0.710513307711076	UBR2
chr6:clu_8259_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	UBR2
chr6:clu_8260_+	Success	0.397748373161903	3	0.850543846419167	0.957434607059979	RPL7L1
chr6:clu_8261_+	Not enough valid samples	NA	NA	NA	NA	TJAP1
chr6:clu_8262_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TJAP1
chr6:clu_8263_+	Not enough valid samples	NA	NA	NA	NA	TJAP1
chr6:clu_8264_+	Not enough valid samples	NA	NA	NA	NA	TJAP1
chr6:clu_8265_+	Success	0.800482368214944	4	0.808618731357862	0.940998531756956	VEGFA
chr6:clu_8266_+	Success	1.45391918286293	2	0.233652763388529	0.519133647951893	TMEM63B
chr6:clu_8267_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SLC29A1
chr6:clu_8268_+	Success	1.23386692410759	3	0.481150531351128	0.742012341334102	HSP90AB1
chr6:clu_8269_+	Success	8.02325349697048	2	0.000327751946299985	0.00968833588741535	SLC25A27
chr6:clu_8270_+	Success	3.62020718295418	1	0.00712805275586386	0.0674065858434952	SLC25A27
chr6:clu_8271_+	Success	11.1277869383048	1	2.38664969259398e-06	0.000363367415697433	FBXO9
chr6:clu_8272_+	Success	0.202533373828089	1	0.52448410991226	0.772083207485052	FBXO9
chr6:clu_8273_+	Success	1.55283751098295	2	0.211646571516245	0.491957107074019	MLIP
chr6:clu_8274_+	Success	3.10584092423551	3	0.101753542386401	0.331762234062556	BEND6
chr6:clu_8275_+	Success	0.50735075012085	2	0.602088550810609	0.825428935086781	BEND6
chr6:clu_8276_+	Success	1.98279026802504	2	0.137684524108857	0.392371900712654	KIAA1586
chr6:clu_8277_+	Success	-1.0937889599254	2	1	1	ZNF451
chr6:clu_8278_+	Success	0.0959568439450322	2	0.908503222637714	0.982764176380946	ZNF451
chr6:clu_8279_+	Success	2.63557917628714	5	0.383691675208182	0.670615513962305	PHF3
chr6:clu_8280_+	Success	0.115030531572529	2	0.89133892951221	0.975828283247532	ADGRB3
chr6:clu_8281_+	Success	2.4247273132296	1	0.0276548748528042	0.159185432753854	ADGRB3
chr6:clu_8282_+	Success	0.380262261119015	1	0.383164424600745	0.670345115144653	ADGRB3
chr6:clu_8283_+	Success	3.54610695897276	1	0.00774195497838344	0.0715455323495525	ADGRB3
chr6:clu_8284_+	Success	0.00470268749501201	1	0.922741234885385	0.98946343580485	FAM135A
chr6:clu_8285_+	Success	8.13913735951405	2	0.000291888884831896	0.00915901155258998	FAM135A
chr6:clu_8286_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	FAM135A
chr6:clu_8287_+	Success	0.0427472806062497	2	0.958153503444879	1	SMAP1
chr6:clu_8288_+	Success	2.3378626224744	2	0.0965337469471447	0.322662194790401	SMAP1
chr6:clu_8289_+	Success	0.289082600444203	1	0.447032403577222	0.716086704246394	OGFRL1
chr6:clu_8290_+	Success	0.213982281271683	1	0.51298940021258	0.761791135648527	OGFRL1
chr6:clu_8291_+	Success	2.51215788113586	3	0.170025259132784	0.442880166004556	RIMS1
chr6:clu_8292_+	Success	3.28763732502193	7	0.474398176468455	0.738326326077078	RIMS1
chr6:clu_8293_+	Not enough valid samples	NA	NA	NA	NA	RIMS1
chr6:clu_8294_+	Not enough valid samples	NA	NA	NA	NA	RIMS1
chr6:clu_8295_+	Success	4.54576880027798	7	0.246150687734569	0.534525836354454	RIMS1
chr6:clu_8296_+	Success	2.62742160550988	4	0.262133985440119	0.555206206050032	RIMS1
chr6:clu_8297_+	Success	0.0669661872165364	1	0.714389160466757	0.893169777713519	KCNQ5
chr6:clu_8298_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MTO1
chr6:clu_8299_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MTO1
chr6:clu_8300_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MTO1
chr6:clu_8301_+	Success	0.103478443858762	1	0.649163092135355	0.851837886748608	SENP6
chr6:clu_8302_+	Success	3.75053426767909	3	0.0575310030852727	0.239810957419104	SENP6
chr6:clu_8303_+	Success	0.102434981504871	1	0.650818338291551	0.852545424864604	SENP6
chr6:clu_8304_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SENP6
chr6:clu_8305_+	Not enough valid samples	NA	NA	NA	NA	MYO6
chr6:clu_8306_+	Success	0.750874605120543	2	0.471953599147201	0.736407230029838	MYO6
chr6:clu_8307_+	Not enough valid samples	NA	NA	NA	NA	MYO6
chr6:clu_8308_+	Success	9.93888082684407	2	4.82612871559241e-05	0.00244926032316315	MYO6
chr6:clu_8309_+	Success	0.00114812989500024	1	0.96178055391243	1	RP11-342L8.3
chr6:clu_8310_+	Success	2.22313269649044	1	0.0349776596145866	0.18052029411257	SH3BGRL2
chr6:clu_8311_+	Not enough valid samples	NA	NA	NA	NA	BCKDHB
chr6:clu_8312_+	Success	0.855374652083583	2	0.425123887692159	0.699164049701661	DOP1A
chr6:clu_8313_+	Success	0.883029127323766	2	0.413528382454012	0.691563718901859	DOP1A
chr6:clu_8314_+	Not enough valid samples	NA	NA	NA	NA	DOP1A
chr6:clu_8315_+	Success	1.90941366538357	2	0.148167236711265	0.409223796631112	DOP1A
chr6:clu_8316_+	Success	1.03478369295749	2	0.355303227203727	0.643987099306755	DOP1A
chr6:clu_8317_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CYB5R4
chr6:clu_8318_+	Success	0.323960098558018	3	0.885379727652292	0.974341871182091	ZNF292
chr6:clu_8319_+	Success	2.32175339504715	2	0.0981014241637132	0.325579113437064	SMIM8
chr6:clu_8320_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RP3-382I10.7,SLC35A1
chr6:clu_8321_+	Not enough valid samples	NA	NA	NA	NA	ORC3
chr6:clu_8322_+	Success	3.42887426606035	2	0.0324234203806504	0.172603697655735	PNRC1
chr6:clu_8323_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ANKRD6
chr6:clu_8324_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CASP8AP2
chr6:clu_8325_+	Success	6.03940168108505	1	0.000509983196535917	0.012574079623092	KLHL32
chr6:clu_8326_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TSTD3
chr6:clu_8327_+	Success	0.149814255784577	1	0.584115404399897	0.81476473036999	GRIK2
chr6:clu_8328_+	Success	6.38821889308463	2	0.00168124801869764	0.0269406739531911	SOBP
chr6:clu_8329_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SOBP
chr6:clu_8330_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AFG1L
chr6:clu_8331_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ARMC2
chr6:clu_8332_+	Success	0.258282309300284	2	0.772377152072008	0.924121189807177	ARMC2
chr6:clu_8333_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CEP57L1
chr6:clu_8334_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TRAF3IP2-AS1
chr6:clu_8335_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	HDAC2-AS2
chr6:clu_8336_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	DSE
chr6:clu_8337_+	Success	4.77771413857681	4	0.04862069518466	0.217337468782156	RWDD1
chr6:clu_8338_+	Success	2.75478123192772	2	0.0636229368136422	0.25507813376898	KPNA5
chr6:clu_8339_+	Success	0.74159645580778	2	0.476352831919442	0.739325998478625	HSF2
chr6:clu_8340_+	Success	0.552218223998125	1	0.293294546843473	0.584668998453928	CLVS2
chr6:clu_8341_+	Not enough valid samples	NA	NA	NA	NA	NKAIN2
chr6:clu_8342_+	Success	5.75884095001402	1	0.000689373015666179	0.0155491913533594	TPD52L1
chr6:clu_8343_+	Success	11.0287272738478	6	0.0011821842916725	0.0216678492653885	TPD52L1
chr6:clu_8344_+	Success	2.70986808171256	3	0.143518880709797	0.402778794250076	NCOA7
chr6:clu_8345_+	Success	0.477409981264827	2	0.620388129637382	0.835876926878685	NCOA7
chr6:clu_8346_+	Success	0.857359845416966	1	0.190374158031727	0.467386701217404	NCOA7
chr6:clu_8347_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TRMT11
chr6:clu_8348_+	Success	11.6454321469414	5	0.000296968860630066	0.00918040792506144	TRMT11
chr6:clu_8349_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TRMT11
chr6:clu_8350_+	Success	1.29184713165409	2	0.274762791021409	0.567992327671549	RNF146
chr6:clu_8351_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RNF146
chr6:clu_8352_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	LAMA2
chr6:clu_8353_+	Success	0.102925192872874	1	0.650039455177882	0.851891603622401	AKAP7
chr6:clu_8354_+	Success	0.855841286297391	2	0.424925556618686	0.699026645004808	AKAP7
chr6:clu_8355_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AKAP7
chr6:clu_8356_+	Not enough valid samples	NA	NA	NA	NA	AKAP7
chr6:clu_8357_+	Success	0.0559384773468992	1	0.738017285327026	0.904925093772189	RPS12
chr6:clu_8358_+	Not enough valid samples	NA	NA	NA	NA	TBPL1,RP1-73H22.5
chr6:clu_8359_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	HBS1L
chr6:clu_8360_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PDE7B
chr6:clu_8361_+	Success	0.209511669252834	1	0.51742478205381	0.765949665218207	ARFGEF3
chr6:clu_8362_+	Not enough valid samples	NA	NA	NA	NA	PHACTR2
chr6:clu_8363_+	Success	0.0179543559647755	1	0.849704135513778	0.957043884093579	LTV1,RP3-468K18.7
chr6:clu_8364_+	Success	1.13598771848103	1	0.131731895372266	0.384233703528973	UTRN
chr6:clu_8365_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	GRM1
chr6:clu_8366_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	GRM1
chr6:clu_8367_+	Success	0.253117869310699	1	0.476772932158182	0.739378664147995	STXBP5
chr6:clu_8368_+	Success	0.207865080725696	1	0.519075336821668	0.767273980884455	SASH1
chr6:clu_8369_+	Success	0.118836053759196	1	0.625892520107927	0.839763262273028	SASH1
chr6:clu_8370_+	Not enough valid samples	NA	NA	NA	NA	TAB2
chr6:clu_8371_+	Success	6.00841145873528	2	0.00245798969879679	0.0345708019992435	PCMT1
chr6:clu_8372_+	Success	0.0334041888329466	1	0.796041755716998	0.935582533630965	PCMT1
chr6:clu_8373_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PLEKHG1
chr6:clu_8374_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MTHFD1L
chr6:clu_8375_+	Success	0.00852968083586347	1	0.896082651826654	0.977881674116591	AKAP12
chr6:clu_8376_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SCAF8
chr6:clu_8377_+	Success	0.226120864001075	1	0.501272311488001	0.754963833243972	SCAF8
chr6:clu_8378_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TIAM2
chr6:clu_8379_+	Not enough valid samples	NA	NA	NA	NA	TIAM2
chr6:clu_8380_+	Not enough valid samples	NA	NA	NA	NA	ARID1B
chr6:clu_8381_+	Not enough valid samples	NA	NA	NA	NA	ARID1B
chr6:clu_8382_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ARID1B
chr6:clu_8383_+	Success	2.10350158469464	3	0.239961669843853	0.52756915860977	TULP4
chr6:clu_8384_+	Success	0.99358843714549	2	0.370245700936964	0.657183421365815	TULP4
chr6:clu_8385_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TMEM181
chr6:clu_8386_+	Success	3.36063169802355	1	0.00952701155123927	0.081706791107939	WTAP
chr6:clu_8387_+	Success	0.623710006771944	2	0.53595235768818	0.780382705275505	ACAT2
chr6:clu_8388_+	Not enough valid samples	NA	NA	NA	NA	MRPL18
chr6:clu_8389_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MAP3K4
chr6:clu_8390_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MAP3K4
chr6:clu_8391_+	Not enough valid samples	NA	NA	NA	NA	MAP3K4
chr6:clu_8392_+	Success	5.61267717152805	6	0.0816563377950669	0.295849297220746	QKI
chr6:clu_8393_+	Success	1.54323419086359	2	0.213688872031803	0.495063106138672	QKI
chr6:clu_8394_+	Success	1.93679329910492	2	0.144165505001344	0.403477906920123	QKI
chr6:clu_8395_+	Success	0.806609616534615	2	0.446368865302033	0.716086704246394	CEP43,RP11-517H2.6
chr6:clu_8396_+	Success	0.246900229626533	1	0.48223688687956	0.742386725830317	CEP43,RP11-517H2.6
chr6:clu_8397_+	Success	0.00120660368531844	1	0.960820152850959	1	CEP43,RP11-517H2.6
chr6:clu_8398_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CEP43,RP11-517H2.6
chr6:clu_8399_+	Success	0.681671668661011	1	0.242958891457939	0.531281741105512	AFDN
chr6:clu_8400_+	Success	0.00402128483028719	1	0.928541211571495	0.992072978679019	AFDN
chr6:clu_8401_+	Not enough valid samples	NA	NA	NA	NA	AFDN
chr6:clu_8402_+	Success	7.68802134754708	2	0.000458284060100046	0.0117761600253556	AFDN
chr6:clu_8403_+	Success	3.48588082901779	4	0.137388038591251	0.391944998089815	AFDN
chr6:clu_8404_+	Not enough valid samples	NA	NA	NA	NA	NA
chr6:clu_8405_+	Success	12.6094721376721	60	0.99997801910863	1	NA
chr6:clu_8406_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TBP
chr7:clu_8407_-	Not enough valid samples	NA	NA	NA	NA	RP11-482G13.1
chr7:clu_8408_-	Success	1.31566990403394	3	0.452021745131081	0.718994196062746	PRKAR1B
chr7:clu_8409_-	Success	0.809907627370762	1	0.203117549588698	0.481913253186938	C7orf50
chr7:clu_8410_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	C7orf50
chr7:clu_8411_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RP11-383A19.1,MRM2
chr7:clu_8412_-	Success	7.00070028100902	1	0.00018267451230374	0.00696847578046765	ACTB
chr7:clu_8413_-	Success	0.261179979592271	1	0.469836723089887	0.73452319357376	ACTB
chr7:clu_8414_-	Not enough valid samples	NA	NA	NA	NA	RNF216
chr7:clu_8415_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RNF216
chr7:clu_8416_-	Success	3.66838973598578	2	0.0255175268367902	0.152332754084052	PMS2
chr7:clu_8417_-	Success	9.34921721693627e-05	1	0.989089889476128	1	EIF2AK1
chr7:clu_8418_-	Success	0.466497101440382	2	0.627195426791358	0.840280991456143	CCZ1B
chr7:clu_8419_-	Success	0.311437587055934	2	0.732393319902235	0.902793900192277	CCZ1B
chr7:clu_8420_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	COL28A1
chr7:clu_8421_-	Not enough valid samples	NA	NA	NA	NA	ICA1
chr7:clu_8422_-	Success	1.11483349465925	1	0.135383023965667	0.389860998806068	ICA1
chr7:clu_8423_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ETV1
chr7:clu_8424_-	Success	3.81713500938179	1	0.005726955885955	0.0585912986906719	DGKB
chr7:clu_8425_-	Success	0.157099145397808	1	0.575115300497946	0.808506966766504	DGKB
chr7:clu_8426_-	Success	0.620343323084626	2	0.537759780551329	0.781799251267031	DGKB
chr7:clu_8427_-	Success	1.42440754551308	3	0.415526998273793	0.692734579657103	DGKB
chr7:clu_8428_-	Not enough valid samples	NA	NA	NA	NA	DGKB
chr7:clu_8429_-	Success	0.000423433288005981	1	0.976784060519631	1	DGKB
chr7:clu_8430_-	Not enough valid samples	NA	NA	NA	NA	DGKB
chr7:clu_8431_-	Not enough valid samples	NA	NA	NA	NA	CRPPA
chr7:clu_8432_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SNX13
chr7:clu_8433_-	Success	0.446529511336735	2	0.639844877228993	0.846794468305014	TMEM196
chr7:clu_8434_-	Not enough valid samples	NA	NA	NA	NA	CDCA7L
chr7:clu_8435_-	Success	0.922046318527805	1	0.174472021734111	0.448137752999045	RAPGEF5
chr7:clu_8436_-	Success	0.395836128455585	1	0.373594950281623	0.661201176174102	RAPGEF5
chr7:clu_8437_-	Success	0.0999416304313172	1	0.654815090984752	0.855572603324853	RAPGEF5
chr7:clu_8438_-	Success	0.235304819725343	1	0.492706839529843	0.748667957900006	RAPGEF5
chr7:clu_8439_-	Success	0.456506638338169	1	0.339316169896941	0.630780059423801	TOMM7
chr7:clu_8440_-	Success	0.929148397188783	4	0.76180113379428	0.918298029827221	TRA2A
chr7:clu_8441_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	GSDME
chr7:clu_8442_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	OSBPL3
chr7:clu_8443_-	Success	0.000961658515620911	1	0.965019476574752	1	OSBPL3
chr7:clu_8444_-	Success	1.03589088537376	2	0.354910055863419	0.643849341736139	OSBPL3
chr7:clu_8445_-	Success	1.4995443940461	3	0.391765688560807	0.676646661037283	HNRNPA2B1
chr7:clu_8446_-	Success	2.58348935921015	1	0.0230202192636749	0.143309104045694	HNRNPA2B1
chr7:clu_8447_-	Success	0.219720847205963	1	0.507392048832805	0.759252986991994	HNRNPA2B1
chr7:clu_8448_-	Success	6.32071185329187	2	0.00179866266645959	0.0280868093300998	HNRNPA2B1
chr7:clu_8449_-	Success	0.903892077139517	1	0.178774270165478	0.4527513262012	SKAP2
chr7:clu_8450_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TAX1BP1
chr7:clu_8451_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	JAZF1
chr7:clu_8452_-	Success	8.35211538171825	3	0.00081294795091841	0.0173714141090986	SCRN1
chr7:clu_8453_-	Success	4.52949397510656	2	0.0107861327436932	0.0869055320072843	GGCT,RP4-777O23.3
chr7:clu_8454_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	GARS1-DT
chr7:clu_8455_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	GARS1-DT
chr7:clu_8456_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	GARS1-DT
chr7:clu_8457_-	Not enough valid samples	NA	NA	NA	NA	GARS1-DT
chr7:clu_8458_-	Not enough valid samples	NA	NA	NA	NA	PDE1C
chr7:clu_8459_-	Success	0.412471629749007	1	0.363738825841143	0.651627482825935	PDE1C
chr7:clu_8460_-	Success	3.60717775462149	1	0.00723227783410671	0.0680104125643199	PDE1C
chr7:clu_8461_-	Not enough valid samples	NA	NA	NA	NA	PDE1C
chr7:clu_8462_-	Success	2.42289413033814	3	0.183443882223062	0.459532561228974	LSM5
chr7:clu_8463_-	Success	0.761682901230643	2	0.466880052485286	0.732024946863195	NT5C3A
chr7:clu_8464_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	DPY19L2P1
chr7:clu_8465_-	Success	1.9735484194216	2	0.138962881730623	0.393811515645297	DPY19L2P1
chr7:clu_8466_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	DPY19L2P1
chr7:clu_8467_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr7:clu_8468_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	DPY19L2P1
chr7:clu_8469_-	Success	3.79837991793192	1	0.00584732911809009	0.0591625002709517	ELMO1
chr7:clu_8470_-	Not enough valid samples	NA	NA	NA	NA	ELMO1
chr7:clu_8471_-	Not enough valid samples	NA	NA	NA	NA	ELMO1
chr7:clu_8472_-	Success	0.000911895669162277	1	0.965936000202412	1	VPS41
chr7:clu_8473_-	Success	1.4767382838204	3	0.398853935218211	0.681161095198795	VPS41
chr7:clu_8474_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	COA1
chr7:clu_8475_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	COA1
chr7:clu_8476_-	Success	10.179157995376	5	0.00107026819582747	0.0207126851453024	URGCP,URGCP-MRPS24
chr7:clu_8477_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	POLR2J4,AC004985.12,RP5-1165K10.2
chr7:clu_8478_-	Not enough valid samples	NA	NA	NA	NA	POLR2J4,RP5-1165K10.2,RP5-1022I14.2
chr7:clu_8479_-	Not enough valid samples	NA	NA	NA	NA	RP5-1022I14.2,RASA4CP
chr7:clu_8480_-	Success	1.85386549875682	2	0.156630539455755	0.421482313711147	POLD2
chr7:clu_8481_-	Not enough valid samples	NA	NA	NA	NA	POLD2
chr7:clu_8482_-	Not enough valid samples	NA	NA	NA	NA	CAMK2B
chr7:clu_8483_-	Success	0.380541227149934	3	0.858751118332179	0.96224366341177	CAMK2B
chr7:clu_8484_-	Success	4.49027201946046	4	0.0615876314350628	0.250212592021036	CAMK2B
chr7:clu_8485_-	Success	1.02358105628127	1	0.152490200700795	0.415109414855485	NUDCD3
chr7:clu_8486_-	Success	0.118936004803345	1	0.625747303779272	0.839763262273028	NUDCD3
chr7:clu_8487_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	DDX56
chr7:clu_8488_-	Success	4.1222657319442	1	0.00408749585020403	0.0477276013587205	TMED4
chr7:clu_8489_-	Success	5.45201876558792	1	0.000959548829218007	0.0192225406905844	H2AZ2
chr7:clu_8490_-	Success	1.38758874967061	2	0.249676612202202	0.539195236989863	H2AZ2
chr7:clu_8491_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TBRG4
chr7:clu_8492_-	Success	0.654377266081269	2	0.519765637518322	0.767712631610077	SEPTIN7P2
chr7:clu_8493_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SEPTIN7P2
chr7:clu_8494_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SEPTIN7P2
chr7:clu_8495_-	Success	0.22406852008794	2	0.799260367102417	0.937455353799491	SEPTIN7P2
chr7:clu_8496_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TNS3
chr7:clu_8497_-	Not enough valid samples	NA	NA	NA	NA	HUS1
chr7:clu_8498_-	Success	7.05059629950529	6	0.0285259877519148	0.161882300594211	GRB10
chr7:clu_8499_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	GRB10
chr7:clu_8500_-	Not enough valid samples	NA	NA	NA	NA	COBL
chr7:clu_8501_-	Success	0.0127621672540101	1	0.873067479603195	0.967854858209171	SEC61G
chr7:clu_8502_-	Success	0.412178109079889	1	0.36390958090194	0.651627482825935	VOPP1
chr7:clu_8503_-	Not enough valid samples	NA	NA	NA	NA	PSPH
chr7:clu_8504_-	Success	6.33121434400346	6	0.0487210373847078	0.217418654450648	ZNF680
chr7:clu_8505_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF117,ERV3-1
chr7:clu_8506_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	LINC00174,GS1-124K5.2
chr7:clu_8507_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	GS1-124K5.12
chr7:clu_8508_-	Success	1.50290631807582	2	0.222482614373527	0.506572364209036	GS1-124K5.12
chr7:clu_8509_-	Success	2.73608133842674	1	0.0193217014975987	0.127072529287663	SBDS
chr7:clu_8510_-	Not enough valid samples	NA	NA	NA	NA	PMS2P4
chr7:clu_8511_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CALN1
chr7:clu_8512_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NSUN5P2
chr7:clu_8513_-	Success	7.48729413738033	2	0.000560156618535796	0.0134363789173346	STAG3L3
chr7:clu_8514_-	Success	0.529677710600026	1	0.303362244459246	0.595000344205091	STAG3L3
chr7:clu_8515_-	Success	0.121378034854843	1	0.622222584167728	0.836867389041843	BCL7B
chr7:clu_8516_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RFC2
chr7:clu_8517_-	Success	3.71767821810727	4	0.114593815459798	0.354611959425899	GTF2IRD2
chr7:clu_8518_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	GTF2IRD2
chr7:clu_8519_-	Success	2.8196539247615	2	0.0596265744196348	0.246018020856802	STAG3L2
chr7:clu_8520_-	Success	0.0888748416105045	1	0.673314302247226	0.869221091056587	STAG3L2
chr7:clu_8521_-	Success	6.25878486800138	16	0.707649566104242	0.888760319306527	PMS2P6,PMS2P2,PMS2P3
chr7:clu_8522_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	POM121C
chr7:clu_8523_-	Success	2.3852846339156	2	0.0920627716624476	0.314405637526798	POM121C,AC006014.7
chr7:clu_8524_-	Success	0.353994955380358	2	0.701878508056571	0.886043339210197	PMS2P3
chr7:clu_8525_-	Success	0.00776770672700877	1	0.900807658367362	0.979453426076992	PMS2P3
chr7:clu_8526_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PMS2P3
chr7:clu_8527_-	Success	3.19968674091797	2	0.040774975109198	0.197682248686935	GTF2IP1
chr7:clu_8528_-	Success	1.17987498417858	1	0.124502142728451	0.372440614944556	GTF2IP1
